artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Don Choa Featuring Zaho,Logged In,Evelyn,F,41,Norman,236.45995,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,Lune De Miel,200,1513761554284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
Katy Perry,Logged In,Michael,M,1,Kirk,179.40853,free,"Scranton--Wilkes-Barre--Hazleton, PA",PUT,NextSong,1496402967284,5328,I Kissed A Girl,200,1513761580284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2560
Coheed and Cambria,Logged In,Luca,M,1,Cantrell,315.48036,free,"Norwich-New London, CT",PUT,NextSong,1499797292284,5750,Apollo I : The Writing Writer,200,1513761621284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1423
Radney Foster,Logged In,Noel,M,31,Woods,288.96608,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,Sweet And Wild,200,1513761627284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
Chromeo,Logged In,Jonathan,M,58,Webster,395.33669,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Fancy Footwork,200,1513761668284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Coldplay,Logged In,Isaiah,M,0,Freeman,294.1122,free,"Pittsburgh, PA",PUT,NextSong,1507869750284,4429,Fix You,200,1513761697284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",1797
"",Logged In,Tyler,M,0,Miller,"",paid,"Sacramento--Roseville--Arden-Arcade, CA",GET,Home,1504972056284,5254,"",200,1513761702284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
Erykah Badu,Logged In,James,M,24,Jimenez,653.13914,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1508086997284,1864,I Want You,200,1513761709284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1865
Weezer,Logged In,Tyler,M,1,Miller,241.81506,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1504972056284,5254,Surf Wax America,200,1513761710284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
Bonobo,Logged In,Lennox,F,2,Adams,323.81342,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1512574133284,5372,Kota,200,1513761720284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,242
Philmont,Logged In,Braylon,M,27,Ford,232.51546,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,Photosynthetic,200,1513761720284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
"",Logged In,James,M,25,Jimenez,"",paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Settings,1508086997284,1864,"",200,1513761721284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1865
"",Logged In,James,M,26,Jimenez,"",paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Help,1508086997284,1864,"",200,1513761721284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1865
The Airborne Toxic Event,Logged In,Toni,F,50,Jackson,197.58975,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,Papillon,200,1513761747284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Emmy The Great,Logged In,Evelyn,F,42,Norman,204.79955,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,Mia,200,1513761790284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
Laura Canales,Logged In,Noel,M,32,Woods,223.32036,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,Tres Deseos,200,1513761915284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
Shiny Toy Guns,Logged In,Luca,M,2,Cantrell,252.42077,free,"Norwich-New London, CT",PUT,NextSong,1499797292284,5750,Major Tom (Coming Home),200,1513761936284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1423
Massive Attack,Logged In,Toni,F,51,Jackson,459.20608,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,Everywhen,200,1513761944284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Tricky,Logged In,Tyler,M,2,Miller,234.00444,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1504972056284,5254,Christiansands,200,1513761951284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
The Decemberists,Logged In,Braylon,M,28,Ford,187.53261,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,Margaret In Captivity,200,1513761952284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
Sugarland,Logged In,Isaiah,M,1,Freeman,269.68771,free,"Pittsburgh, PA",PUT,NextSong,1507869750284,4429,Love,200,1513761991284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",1797
Clutch,Logged In,Evelyn,F,43,Norman,212.84526,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,The Mob Goes Wild,200,1513761994284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
Penguin CafÃÂ© Orchestra,Logged In,Jonathan,M,59,Webster,419.18649,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Numbers 1-4,200,1513762063284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
The Knack,Logged In,Vera,F,0,Blackwell,239.77751,paid,"Racine, WI",PUT,NextSong,1499855749284,5833,My Sharona,200,1513762131284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"",Logged In,Vera,F,1,Blackwell,"",paid,"Racine, WI",PUT,Logout,1499855749284,5833,"",307,1513762132284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
Third Day,Logged In,Noel,M,33,Woods,259.16036,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,I Got You,200,1513762138284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
Killswitch Engage,Logged In,Braylon,M,29,Ford,189.67465,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,This Fire (Album Version),200,1513762139284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
Neko Case,Logged In,Brianna,F,0,Townsend,151.01342,free,"Fresno, CA",PUT,NextSong,1513349836284,5530,People Got A Lotta Nerve,200,1513762153284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1851
Primus,Logged In,Tyler,M,3,Miller,260.23138,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1504972056284,5254,Intruder,200,1513762185284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
The Sutherland Brothers;Quiver,Logged In,Luca,M,3,Cantrell,157.20444,free,"Norwich-New London, CT",PUT,NextSong,1499797292284,5750,Arms Of Mary,200,1513762188284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1423
"",Logged Out,"","",2,"","",paid,"",GET,Home,"",5833,"",200,1513762196284,"",""
"",Logged Out,"","",3,"","",paid,"",PUT,Login,"",5833,"",307,1513762197284,"",""
Mudcrutch,Logged In,Evelyn,F,44,Norman,208.03873,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,Six Days On The Road (Album Version),200,1513762206284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
"",Logged In,Vera,F,4,Blackwell,"",paid,"Racine, WI",GET,Home,1499855749284,5833,"",200,1513762208284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
Balkan Beat Box,Logged In,Isaiah,M,2,Freeman,307.74812,free,"Pittsburgh, PA",PUT,NextSong,1507869750284,4429,Sunday Arak,200,1513762260284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",1797
Coldplay,Logged In,Braylon,M,30,Ford,228.77995,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,In My Place,200,1513762328284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
"",Logged In,Alejandro,M,0,Gray,"",free,"Syracuse, NY",GET,Home,1508329148284,778,"",200,1513762334284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",779
Coldplay,Logged In,Geralyn,F,0,Duran,311.27465,free,"Las Vegas-Henderson-Paradise, NV",PUT,NextSong,1488989222284,2590,The Scientist,200,1513762337284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8\"",2591
Miike Snow,Logged In,Luca,M,4,Cantrell,233.63873,free,"Norwich-New London, CT",PUT,NextSong,1499797292284,5750,Plastic Jungle,200,1513762345284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1423
Soundgarden,Logged In,James,M,27,Jimenez,272.19546,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1508086997284,1864,Black Hole Sun,200,1513762362284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1865
Sam Cooke,Logged In,Vera,F,5,Blackwell,122.04363,paid,"Racine, WI",PUT,NextSong,1499855749284,5833,Ain't Misbehavin,200,1513762370284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
CÃÂ©line Dion,Logged In,Noel,M,34,Woods,280.78975,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,My Heart Will Go On,200,1513762397284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
The Darkness,Logged In,Toni,F,52,Jackson,217.05098,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,I Believe In A Thing Called Love,200,1513762403284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Evanescence,Logged In,Evelyn,F,45,Norman,236.12036,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,Bring Me To Life,200,1513762414284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
Eminem / Nate Dogg,Logged In,Tyler,M,4,Miller,297.9522,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1504972056284,5254,'Till I Collapse,200,1513762445284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
Man Man,Logged In,Jonathan,M,60,Webster,299.78077,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,Black Mission Goggles,200,1513762482284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
"",Logged In,Brantley,M,0,Kelly,"",free,"Wenatchee, WA",GET,Home,1497415847284,5245,"",200,1513762488284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",773
Static-X,Logged In,Vera,F,6,Blackwell,134.13832,paid,"Racine, WI",PUT,NextSong,1499855749284,5833,Monster (Album Version),200,1513762492284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
Young Money,Logged In,Alejandro,M,1,Gray,322.16771,free,"Syracuse, NY",PUT,NextSong,1508329148284,778,Finale,200,1513762508284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",779
Kid Cudi,Logged In,Braylon,M,31,Ford,259.00363,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,Cudi Zone,200,1513762556284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
Bow Wow,Logged In,Isaiah,M,3,Freeman,204.79955,free,"Pittsburgh, PA",PUT,NextSong,1507869750284,4429,Like You,200,1513762567284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",1797
Dominique A,Logged In,Brennon,M,0,Jacobson,153.20771,free,"Grand Rapids-Wyoming, MI",PUT,NextSong,1508575044284,5076,Le Courage Des Oiseaux,200,1513762576284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36\"",612
Bloodhound Gang,Logged In,Toni,F,53,Jackson,184.78975,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,Kiss Me Where It Smells Funny,200,1513762620284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Caribou (formerly Dan Snaith's Manitoba),Logged In,Brantley,M,1,Kelly,328.69832,free,"Wenatchee, WA",PUT,NextSong,1497415847284,5245,Webers,200,1513762621284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",773
RÃÂ³isÃÂ­n Murphy,Logged In,Vera,F,7,Blackwell,255.55546,paid,"Racine, WI",PUT,NextSong,1499855749284,5833,You Know Me Better (Album Version),200,1513762626284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
Rage Against The Machine,Logged In,James,M,28,Jimenez,331.10159,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1508086997284,1864,Fistful Of Steel,200,1513762634284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1865
"",Logged Out,"","",0,"","",free,"",PUT,Login,"",4845,"",307,1513762637284,"",""
Michael BublÃÂ©,Logged In,Geralyn,F,1,Duran,217.18159,free,"Las Vegas-Henderson-Paradise, NV",PUT,NextSong,1488989222284,2590,Save The Last Dance For Me (Album Version),200,1513762648284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8\"",2591
Gorilla Zoe,Logged In,Evelyn,F,46,Norman,215.27465,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,Hood N**** (Explicit Album Version),200,1513762650284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
"",Logged In,Jose,M,1,Pierce,"",free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1510113409284,4845,"",200,1513762669284,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,1109
OM,Logged In,Jose,M,2,Pierce,1278.45832,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1510113409284,4845,On The Mountain At Dawn,200,1513762676284,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,1109
Thomas Newman,Logged In,Noel,M,35,Woods,65.77587,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,Root Beer,200,1513762677284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
Kanye West / T-Pain,Logged In,Brennon,M,1,Jacobson,206.96771,free,"Grand Rapids-Wyoming, MI",PUT,NextSong,1508575044284,5076,Good Life,200,1513762729284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36\"",612
Sub Focus,Logged In,Tyler,M,5,Miller,251.71546,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1504972056284,5254,Could This Be Real (Joker Remix),200,1513762742284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
Justin Bieber,Logged In,Noel,M,36,Woods,234.91873,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,Up,200,1513762742284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
Justice,Logged In,Isaiah,M,4,Freeman,265.16853,free,"Pittsburgh, PA",PUT,NextSong,1507869750284,4429,Waters Of Nazareth (album version),200,1513762771284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",1797
Lady Sovereign,Logged In,Jonathan,M,61,Webster,236.69506,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,So Human,200,1513762781284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Rhonda Vincent,Logged In,Javien,M,0,Pratt,183.32689,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1504765667284,5990,Each Season Changes You,200,1513762799284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1680
Violet Indiana,Logged In,Toni,F,54,Jackson,226.87302,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,Hiding,200,1513762804284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
Florence + The Machine,Logged In,Paisley,F,0,Gomez,219.66322,free,"Durham-Chapel Hill, NC",PUT,NextSong,1494666379284,4418,Dog Days Are Over (Radio Edit),200,1513762807284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",678
Floating Action,Logged In,Braylon,M,32,Ford,205.322,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,Say Goodbye,200,1513762815284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
"",Logged In,Paisley,F,1,Gomez,"",free,"Durham-Chapel Hill, NC",GET,Home,1494666379284,4418,"",200,1513762840284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",678
David Sanborn,Logged In,Evelyn,F,47,Norman,319.4771,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1508811189284,5019,St. Louis Blues,200,1513762865284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
"",Logged In,Evelyn,F,48,Norman,"",paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Downgrade,1508811189284,5019,"",200,1513762866284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1579
Ancient Astronauts,Logged In,Aaron,M,0,Watts,116.6624,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1513672672284,4428,From the Sky,200,1513762872284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1088
Sonny Rollins,Logged In,Vera,F,8,Blackwell,408.63302,paid,"Racine, WI",PUT,NextSong,1499855749284,5833,You Do Something To Me,200,1513762881284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2219
"",Logged In,Brent,M,0,Parrish,"",free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1510856442284,1745,"",200,1513762923284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1746
Syntone,Logged In,Brantley,M,2,Kelly,328.41098,free,"Wenatchee, WA",PUT,NextSong,1497415847284,5245,Can'T Believe It (Silverblue Remix),200,1513762949284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",773
Vinnie Vincent Invasion,Logged In,James,M,29,Jimenez,278.07302,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1508086997284,1864,Ecstasy (2003 Digital Remaster),200,1513762965284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1865
Richard Smallwood,Logged In,Noel,M,37,Woods,443.92444,paid,"Manchester-Nashua, NH",PUT,NextSong,1499022277284,2812,Center Of My Joy (The Richard Smallwood Singers Live Album Version),200,1513762976284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2813
PanteÃÂ³n RococÃÂ³,Logged In,Aaron,M,1,Watts,207.04608,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1513672672284,4428,Reality Shock,200,1513762988284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1088
Nickelback,Logged In,Tyler,M,6,Miller,207.46404,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1504972056284,5254,Someday,200,1513762993284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",314
Creedence Clearwater Revival,Logged In,Jonathan,M,62,Webster,662.83057,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1505697773284,1078,I Heard It Through The Grapevine,200,1513763017284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
"",Logged In,Jonathan,M,63,Webster,"",paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,Logout,1505697773284,1078,"",307,1513763018284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
Ivy,Logged In,Braylon,M,33,Ford,264.61995,paid,"Columbia, MO",PUT,NextSong,1508203778284,27,Edge Of The Ocean,200,1513763020284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,28
Parachute,Logged In,Kaden,M,0,Campbell,221.67465,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1499474856284,4099,Ghost,200,1513763022284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",445
"",Logged Out,"","",64,"","",paid,"",GET,Home,"",1078,"",200,1513763025284,"",""
"",Logged Out,"","",65,"","",paid,"",PUT,Login,"",1078,"",307,1513763026284,"",""
Shania Twain,Logged In,Toni,F,55,Jackson,250.51383,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1512606128284,461,Nah!,200,1513763030284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,462
"",Logged In,Jonathan,M,66,Webster,"",paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1505697773284,1078,"",200,1513763036284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1079
